timestamp,best_bid,best_ask,bid_volume_10,ask_volume_10,spread_pct,mid_price,future_label,future_move_pct,future_direction,time_to_move
2026-01-01 05:01:58.740449,125.04000000,125.05000000,12717.66000000,15458.86000000,0.007997,125.045,FLAT,0.0007197408932783334,NONE,0
2026-01-01 05:02:09.449067,125.04000000,125.05000000,13643.12000000,15234.17000000,0.007997,125.045,FLAT,0.0007197408932783334,NONE,0
2026-01-01 05:02:19.967785,125.10000000,125.11000000,21419.50000000,12528.41000000,0.007994,125.10499999999999,FLAT,0.0004795971384036455,NONE,0
2026-01-01 05:02:30.383794,125.11000000,125.12000000,20746.25000000,12949.68000000,0.007993,125.11500000000001,FLAT,0.0005594852735483945,NONE,0
2026-01-01 05:02:41.012483,125.12000000,125.13000000,21870.44000000,12965.34000000,0.007992,125.125,FLAT,0.0006393606393606257,NONE,0
2026-01-01 05:02:51.735932,125.13000000,125.14000000,20472.69000000,14155.92000000,0.007992,125.13499999999999,FLAT,0.0007192232389018996,NONE,0
2026-01-01 05:03:02.365023,125.10000000,125.11000000,18253.80000000,15703.37000000,0.007994,125.10499999999999,FLAT,0.0004795971384036455,NONE,0
2026-01-01 05:03:13.152899,125.10000000,125.11000000,19441.89000000,13277.39000000,0.007994,125.10499999999999,FLAT,0.0004795971384036455,NONE,0
2026-01-01 05:03:23.643586,125.10000000,125.11000000,19413.09000000,13465.97000000,0.007994,125.10499999999999,FLAT,0.000559529994804537,NONE,0
2026-01-01 05:03:34.448526,125.12000000,125.13000000,22649.96000000,10756.11000000,0.007992,125.125,FLAT,0.0006393606393606257,NONE,0
2026-01-01 05:03:44.955824,125.10000000,125.11000000,18247.86000000,13076.11000000,0.007994,125.10499999999999,FLAT,0.0007193957076056386,NONE,0
2026-01-01 05:03:55.348271,125.10000000,125.11000000,19904.74000000,12189.74000000,0.007994,125.10499999999999,FLAT,0.0007193957076056386,NONE,0
2026-01-01 05:04:05.978883,125.06000000,125.07000000,13545.14000000,14991.16000000,0.007996,125.065,FLAT,0.0010394594810698074,NONE,0
2026-01-01 05:04:16.667175,125.04000000,125.05000000,14461.16000000,13887.69000000,0.007997,125.045,FLAT,0.0011995681554639647,NONE,0
2026-01-01 05:04:27.176723,125.05000000,125.06000000,14945.95000000,14510.24000000,0.007997,125.055,FLAT,0.0011195074167365266,NONE,0
2026-01-01 05:04:37.934518,125.08000000,125.09000000,17073.30000000,12381.96000000,0.007995,125.08500000000001,FLAT,0.0008794020066353697,NONE,0
2026-01-01 05:04:48.596403,125.09000000,125.10000000,17832.47000000,12415.70000000,0.007994,125.095,FLAT,0.0007993924617290404,NONE,0
2026-01-01 05:04:59.176559,125.10000000,125.11000000,17876.67000000,12053.84000000,0.007994,125.10499999999999,FLAT,0.0007193957076056386,NONE,0
2026-01-01 05:05:09.766150,125.10000000,125.11000000,18475.89000000,11534.65000000,0.007994,125.10499999999999,FLAT,0.0007193957076056386,NONE,0
2026-01-01 05:05:20.369171,125.10000000,125.11000000,18357.32000000,11364.51000000,0.007994,125.10499999999999,FLAT,0.0007193957076056386,NONE,0
2026-01-01 05:05:31.272749,125.13000000,125.14000000,22250.64000000,10769.60000000,0.007992,125.13499999999999,FLAT,0.0007991369321132723,NONE,0
2026-01-01 05:05:41.859861,125.14000000,125.15000000,19761.84000000,11566.15000000,0.007991,125.14500000000001,FLAT,0.000878980382756112,NONE,0
2026-01-01 05:05:52.351262,125.14000000,125.15000000,18935.57000000,11880.27000000,0.007991,125.14500000000001,FLAT,0.0009588876902793123,NONE,0
2026-01-01 05:06:02.996331,125.14000000,125.15000000,18367.30000000,12592.92000000,0.007991,125.14500000000001,FLAT,0.0010387949978026261,NONE,0
2026-01-01 05:06:13.740291,125.14000000,125.15000000,18225.86000000,11969.83000000,0.007991,125.14500000000001,FLAT,0.0010387949978026261,NONE,0
2026-01-01 05:06:24.435144,125.15000000,125.16000000,16385.80000000,11882.43000000,0.007990,125.155,FLAT,0.0011186129199792303,NONE,0
2026-01-01 05:06:35.139783,125.19000000,125.20000000,18291.85000000,13463.84000000,0.007988,125.195,FLAT,0.001437757098925617,NONE,0
2026-01-01 05:06:45.760760,125.15000000,125.16000000,14138.81000000,16590.11000000,0.007990,125.155,FLAT,0.0011186129199792303,NONE,0
2026-01-01 05:06:56.521863,125.15000000,125.16000000,15100.17000000,15728.25000000,0.007990,125.155,FLAT,0.0013583156885462163,NONE,0
2026-01-01 05:07:07.045374,125.12000000,125.13000000,13414.54000000,16990.24000000,0.007992,125.125,FLAT,0.0011188811188811234,NONE,0
2026-01-01 05:07:17.789601,125.10000000,125.11000000,14136.19000000,17109.07000000,0.007994,125.10499999999999,FLAT,0.0009591942768074046,NONE,0
2026-01-01 05:07:28.373499,125.07000000,125.08000000,13611.52000000,16501.79000000,0.007996,125.07499999999999,FLAT,0.0007995202878272582,NONE,0
2026-01-01 05:07:38.967049,125.04000000,125.05000000,19381.99000000,13660.88000000,0.007997,125.045,FLAT,0.0005597984725499411,NONE,0
2026-01-01 05:07:49.668193,125.04000000,125.05000000,19231.15000000,14390.55000000,0.007997,125.045,FLAT,0.0006397696829141372,NONE,0
2026-01-01 05:08:00.475379,125.03000000,125.04000000,19591.73000000,13012.42000000,0.007998,125.035,FLAT,0.0005598432438916558,NONE,0
2026-01-01 05:08:11.100890,125.07000000,125.08000000,14637.58000000,14394.82000000,0.007996,125.07499999999999,FLAT,0.0008794723166099159,NONE,0
2026-01-01 05:08:22.075187,125.08000000,125.09000000,14895.17000000,13925.25000000,0.007995,125.08500000000001,FLAT,0.0009593476436023867,NONE,0
2026-01-01 05:08:32.591035,125.06000000,125.07000000,15690.34000000,14209.42000000,0.007996,125.065,FLAT,0.0007995842162075266,NONE,0
